btr_id,T/C,ee %,cat-smiles,cat-xyz,r1-smiles,r1-xyz,p1-smiles,p1-xyz
btr-0001,70,40.0,[Ir]1(B2[N@]([C@H]([C@@H](N2c2ccccc2c2cc(cc(c2)C)C)c2ccccc2)c2ccccc2)[C]2C=CC=CN12)(B1OC(C(O1)(C)C)(C)C)B1OC(C(O1)(C)C)(C)C,"109

Ir 0.09836700 1.78436600 -0.32593900
B 0.09190800 0.07708400 0.68683700
N -1.16021500 -0.11638300 1.48274700
C -1.10598700 -1.32394900 2.30623400
C 0.24411500 -1.99791100 1.89927200
N 0.86737500 -1.08111500 0.94988000
C -2.17876300 0.76650900 1.39248400
C -3.36618300 0.74286500 2.15483900
C -4.35711400 1.67180000 1.89840700
H -5.27581900 1.61054000 2.48804200
C -4.19136300 2.65075400 0.90034300
C -2.96839700 2.63903900 0.23268000
H -2.71448400 3.39163600 -0.52148400
C 3.29540000 -1.02712900 0.76969100
C 4.48986300 -1.44495500 0.16504200
C 4.43951900 -2.30511200 -0.93877200
H 5.35389800 -2.63825000 -1.41401400
C 3.21118900 -2.74723300 -1.43217800
H 3.19158300 -3.41886400 -2.28190900
C 2.01470400 -2.32192400 -0.84010000
C 2.05404400 -1.44873800 0.26983900
H -3.50205500 0.00485600 2.94608700
N -1.99777200 1.74690400 0.46063400
C 3.25387200 0.95263400 -3.12309800
C 2.49630000 2.26652100 -3.65714300
O 1.74830600 2.67481400 -2.52408700
O 2.49709900 0.59018400 -1.97410400
B 1.64211200 1.62087600 -1.61383600
C 1.50430500 2.00317200 -4.80452000
H 0.93245900 2.92569400 -5.04335400
H 2.03370900 1.67412600 -5.72357400
H 0.76587500 1.23184200 -4.50816600
C 3.41475200 3.41955400 -4.08375400
H 4.08487100 3.09512100 -4.90811500
H 2.81706800 4.28800700 -4.43550300
H 4.02837000 3.77836400 -3.23171900
C 4.70266700 1.20239700 -2.67253600
H 5.12780000 0.29029600 -2.20449500
H 5.34505700 1.47996700 -3.53482200
H 4.74000600 2.00979900 -1.91509100
C 3.26096700 -0.23036100 -4.10072500
H 3.74070700 0.06308600 -5.05843300
H 3.82472800 -1.08880600 -3.67929900
H 2.22963000 -0.58811900 -4.30053100
C 3.51989300 3.66246900 1.34685900
C 2.91317700 2.81629800 2.54792100
O 2.12273100 1.85372100 1.86307100
O 2.54069600 3.49281700 0.32723700
B 1.76177500 2.37080900 0.61192500
C 3.94308800 2.09792500 3.42830400
H 3.43781700 1.53410700 4.24097600
H 4.53151200 1.36430600 2.84382600
H 4.63812100 2.83416100 3.88518400
C 1.98318500 3.62637500 3.47413600
H 1.46359600 2.94902400 4.18594400
H 2.55920100 4.37370900 4.06047800
H 1.20099400 4.15291000 2.88704000
C 4.85685200 3.11053300 0.81808100
H 5.15375600 3.64305800 -0.11075500
H 5.66605100 3.24406400 1.56718800
H 4.76492400 2.03084300 0.57352300
C 3.69757600 5.15925800 1.62762700
H 4.36604000 5.30983700 2.50200500
H 4.14087300 5.67330600 0.74763700
H 2.72125700 5.64679900 1.82854600
C -2.27900800 -2.24971400 2.06410000
C -2.89234200 -2.91261700 3.14144300
C -2.77265700 -2.45875900 0.76525100
C -3.98697700 -3.75478800 2.92143000
H -2.52419900 -2.77788600 4.15083700
C -3.87557900 -3.28856200 0.55018000
H -2.31129900 -1.96451600 -0.07485700
C -4.48094800 -3.93922300 1.62739100
H -4.45469200 -4.26192100 3.75529900
H -4.25755800 -3.43058400 -0.45205000
H -5.33043300 -4.58827300 1.45913500
H -1.11920700 -1.02314500 3.37034200
H 0.04355500 -2.96989900 1.41283000
C 1.13480600 -2.24837400 3.09495100
C 1.53958400 -3.55603000 3.41786500
C 1.59598500 -1.17589800 3.88170700
C 2.38624000 -3.78430800 4.50666700
H 1.20513200 -4.39928500 2.82612200
C 2.44201000 -1.40984200 4.96911300
H 1.30391500 -0.15961000 3.64913900
C 2.83721600 -2.71264500 5.28116600
H 2.69465500 -4.79308100 4.74888000
H 2.79232200 -0.58085100 5.57000100
H 3.49340700 -2.89185000 6.12298600
C 0.73572700 -2.82365200 -1.37078500
C -0.07694300 -1.99572000 -2.14475100
C 0.33040000 -4.12607100 -1.08132900
C -1.33124100 -2.43470600 -2.61125000
H 0.27871100 -1.00297600 -2.37987700
C -0.91535100 -4.61589600 -1.51618100
H 0.98866300 -4.74762100 -0.48853900
C -1.73319600 -3.75481700 -2.28863300
H -2.68428500 -4.11129000 -2.63629800
H 3.32848700 -0.39588500 1.64529600
H -4.94932717 3.37097907 0.67304106
C -1.32979663 -6.04925234 -1.13496660
H -2.37428774 -6.18126622 -1.32604418
H -0.76921060 -6.74964562 -1.71814116
H -1.13385037 -6.21274819 -0.09584477
C -2.19719313 -1.47793540 -3.45167663
H -2.83769952 -0.91546229 -2.80493436
H -1.56396335 -0.80912813 -3.99630207
H -2.79158434 -2.04444693 -4.13772604
H 5.43815276 -1.12552648 0.54400367


",[Fe][C@@H]1C(=CC=C1)C(=O)N(C)OC.C1=CC=C[CH]1,"32

Fe -1.28186766 1.08375346 0.00000000
C -3.15326766 2.28629645 0.04199373
C -3.15326766 1.41542156 1.15666266
C -3.15326766 1.49529834 -1.13070909
H -3.15326766 3.34956435 0.07912386
C -3.15326766 0.08619317 0.67286354
H -3.15326766 1.70867640 2.17936511
C -3.15326766 0.13555977 -0.74081076
H -3.15326766 -0.79583404 1.26779765
H -3.15326766 -0.70281836 -1.39582275
C 0.59633234 -0.11879765 -0.04176076
C 0.59633234 0.67242764 1.13078880
C 0.59633234 0.75186128 -1.15659838
H 0.59633234 -1.18207272 -0.07868490
C 0.59633234 2.03209065 0.74062706
H 0.59633234 0.30874073 2.13061405
C 0.59633234 2.08118337 -0.67305678
H 0.59633234 0.45840832 -2.17924400
H 0.59633234 2.87059566 1.39547661
H 0.59633234 2.96309530 -1.26816176
C -3.15326766 2.02200888 -2.57783590
O -3.58722477 1.30185325 -3.51411986
N -2.64459476 3.37065675 -2.86645469
C -2.17522600 3.42986166 -4.25824768
H -2.36774159 4.40334017 -4.65846929
H -1.12389851 3.23319238 -4.28877165
H -2.69238870 2.69614711 -4.84057551
O -1.61265082 3.65509395 -2.02753444
C -1.06162981 4.93102312 -2.36410629
H -0.61263991 5.36593516 -1.49568266
H -0.32027815 4.80960898 -3.12604876
H -1.83966916 5.57224107 -2.72242782


",[Fe][C@@]1(C(=CC=C1)C(=O)N(CB1OC(C(O1)(C)C)(C)C)OC)B1OC(C(O1)(C)C)(C)C.C1=CC=C[CH]1,"72

Fe -1.28186766 1.08375346 0.00000000
C -3.15326766 2.28629645 0.04199373
C -3.15326766 1.41542156 1.15666266
C -3.15326766 1.49529834 -1.13070909
H -3.15326766 3.34956435 0.07912386
C -3.15326766 0.08619317 0.67286354
H -3.15326766 1.70867640 2.17936511
C -3.15326766 0.13555977 -0.74081076
H -3.15326766 -0.79583404 1.26779765
C 0.59633234 -0.11879765 -0.04176076
C 0.59633234 0.67242764 1.13078880
C 0.59633234 0.75186128 -1.15659838
H 0.59633234 -1.18207272 -0.07868490
C 0.59633234 2.03209065 0.74062706
H 0.59633234 0.30874073 2.13061405
C 0.59633234 2.08118337 -0.67305678
H 0.59633234 0.45840832 -2.17924400
H 0.59633234 2.87059566 1.39547661
H 0.59633234 2.96309530 -1.26816176
C -3.15326766 2.02200888 -2.57783590
O -3.58722477 1.30185325 -3.51411986
N -2.64459476 3.37065675 -2.86645469
C -2.17522600 3.42986166 -4.25824768
H -2.36774159 4.40334017 -4.65846929
H -1.12389851 3.23319238 -4.28877165
O -1.61265082 3.65509395 -2.02753444
C -1.06162981 4.93102312 -2.36410629
H -0.61263991 5.36593516 -1.49568266
H -0.32027815 4.80960898 -3.12604876
H -1.83966916 5.57224107 -2.72242782
C -3.26870090 -3.15263345 -2.41090379
C -3.03883821 -2.28081258 -3.52712397
B -3.15326766 -1.02281657 -1.64583245
O -2.97226365 -0.97369370 -3.02494190
O -3.33473375 -2.34894871 -1.26432908
C -4.19960888 -2.39821334 -4.53232471
H -4.09726461 -1.64457136 -5.28495305
H -4.17832858 -3.36496162 -4.99041305
H -5.12974264 -2.26667767 -4.02002640
C -1.71019505 -2.64723381 -4.21417771
H -1.88123900 -3.42360476 -4.93034257
H -1.31549194 -1.78516254 -4.71010369
H -1.01070642 -2.98752541 -3.47945512
C -4.59762883 -3.90754664 -2.59973339
H -4.54842504 -4.49906447 -3.49000618
H -4.76876997 -4.54459693 -1.75725036
H -5.39903715 -3.20349587 -2.68314335
C -2.10821972 -4.15672098 -2.28170754
H -2.26128948 -4.76953357 -1.41803493
H -2.07168272 -4.77389193 -3.15501451
H -1.18537894 -3.62438235 -2.18230700
C -4.27420132 1.40325297 -6.51698849
C -2.97184183 0.86641507 -6.78997348
B -2.82905918 2.40196774 -5.09363450
O -4.11442080 2.40723869 -5.55190511
O -2.06009562 1.56059698 -5.98250268
C -2.94035129 -0.63439225 -6.44619194
H -2.09935572 -1.09212835 -6.92379441
H -2.85832729 -0.75586317 -5.38627832
H -3.84149113 -1.09795351 -6.78964201
C -2.62015311 1.07239341 -8.27506202
H -1.63160951 0.70775230 -8.46139079
H -3.31835904 0.53754447 -8.88444294
H -2.66613575 2.11499825 -8.51119914
C -5.19519883 0.29502126 -5.97367821
H -6.17348136 0.69465882 -5.80588933
H -5.25268555 -0.50179491 -6.68549228
H -4.79934313 -0.07780497 -5.05215834
C -4.87492290 2.00192787 -7.80241524
H -4.96884878 1.23526289 -8.54288991
H -5.84014086 2.41099148 -7.58812283
H -4.23316331 2.77549152 -8.16935381


"
btr-0033,70,52.0,[Ir]1(B2[N@]([C@H]([C@@H](N2c2ccccc2c2cc(cc(c2)CC)CC)c2ccccc2)c2ccccc2)[C]2C=CC=CN12)(B1OC(C(O1)(C)C)(C)C)B1OC(C(O1)(C)C)(C)C,"115

Ir 0.09836700 1.78436600 -0.32593900
B 0.09190800 0.07708400 0.68683700
N -1.16021500 -0.11638300 1.48274700
C -1.10598700 -1.32394900 2.30623400
C 0.24411500 -1.99791100 1.89927200
N 0.86737500 -1.08111500 0.94988000
C -2.17876300 0.76650900 1.39248400
C -3.36618300 0.74286500 2.15483900
C -4.35711400 1.67180000 1.89840700
H -5.27581900 1.61054000 2.48804200
C -4.19136300 2.65075400 0.90034300
C -2.96839700 2.63903900 0.23268000
H -2.71448400 3.39163600 -0.52148400
C 3.29540000 -1.02712900 0.76969100
C 4.48986300 -1.44495500 0.16504200
C 4.43951900 -2.30511200 -0.93877200
H 5.35389800 -2.63825000 -1.41401400
C 3.21118900 -2.74723300 -1.43217800
H 3.19158300 -3.41886400 -2.28190900
C 2.01470400 -2.32192400 -0.84010000
C 2.05404400 -1.44873800 0.26983900
H -3.50205500 0.00485600 2.94608700
N -1.99777200 1.74690400 0.46063400
C 3.25387200 0.95263400 -3.12309800
C 2.49630000 2.26652100 -3.65714300
O 1.74830600 2.67481400 -2.52408700
O 2.49709900 0.59018400 -1.97410400
B 1.64211200 1.62087600 -1.61383600
C 1.50430500 2.00317200 -4.80452000
H 0.93245900 2.92569400 -5.04335400
H 2.03370900 1.67412600 -5.72357400
H 0.76587500 1.23184200 -4.50816600
C 3.41475200 3.41955400 -4.08375400
H 4.08487100 3.09512100 -4.90811500
H 2.81706800 4.28800700 -4.43550300
H 4.02837000 3.77836400 -3.23171900
C 4.70266700 1.20239700 -2.67253600
H 5.12780000 0.29029600 -2.20449500
H 5.34505700 1.47996700 -3.53482200
H 4.74000600 2.00979900 -1.91509100
C 3.26096700 -0.23036100 -4.10072500
H 3.74070700 0.06308600 -5.05843300
H 3.82472800 -1.08880600 -3.67929900
H 2.22963000 -0.58811900 -4.30053100
C 3.51989300 3.66246900 1.34685900
C 2.91317700 2.81629800 2.54792100
O 2.12273100 1.85372100 1.86307100
O 2.54069600 3.49281700 0.32723700
B 1.76177500 2.37080900 0.61192500
C 3.94308800 2.09792500 3.42830400
H 3.43781700 1.53410700 4.24097600
H 4.53151200 1.36430600 2.84382600
H 4.63812100 2.83416100 3.88518400
C 1.98318500 3.62637500 3.47413600
H 1.46359600 2.94902400 4.18594400
H 2.55920100 4.37370900 4.06047800
H 1.20099400 4.15291000 2.88704000
C 4.85685200 3.11053300 0.81808100
H 5.15375600 3.64305800 -0.11075500
H 5.66605100 3.24406400 1.56718800
H 4.76492400 2.03084300 0.57352300
C 3.69757600 5.15925800 1.62762700
H 4.36604000 5.30983700 2.50200500
H 4.14087300 5.67330600 0.74763700
H 2.72125700 5.64679900 1.82854600
C -2.27900800 -2.24971400 2.06410000
C -2.89234200 -2.91261700 3.14144300
C -2.77265700 -2.45875900 0.76525100
C -3.98697700 -3.75478800 2.92143000
H -2.52419900 -2.77788600 4.15083700
C -3.87557900 -3.28856200 0.55018000
H -2.31129900 -1.96451600 -0.07485700
C -4.48094800 -3.93922300 1.62739100
H -4.45469200 -4.26192100 3.75529900
H -4.25755800 -3.43058400 -0.45205000
H -5.33043300 -4.58827300 1.45913500
H -1.11920700 -1.02314500 3.37034200
H 0.04355500 -2.96989900 1.41283000
C 1.13480600 -2.24837400 3.09495100
C 1.53958400 -3.55603000 3.41786500
C 1.59598500 -1.17589800 3.88170700
C 2.38624000 -3.78430800 4.50666700
H 1.20513200 -4.39928500 2.82612200
C 2.44201000 -1.40984200 4.96911300
H 1.30391500 -0.15961000 3.64913900
C 2.83721600 -2.71264500 5.28116600
H 2.69465500 -4.79308100 4.74888000
H 2.79232200 -0.58085100 5.57000100
H 3.49340700 -2.89185000 6.12298600
C 0.73572700 -2.82365200 -1.37078500
C -0.07694300 -1.99572000 -2.14475100
C 0.33040000 -4.12607100 -1.08132900
C -1.33124100 -2.43470600 -2.61125000
H 0.27871100 -1.00297600 -2.37987700
C -0.91535100 -4.61589600 -1.51618100
H 0.98866300 -4.74762100 -0.48853900
C -1.73319600 -3.75481700 -2.28863300
H -2.68428500 -4.11129000 -2.63629800
H 3.32848700 -0.39588500 1.64529600
H -4.94932717 3.37097907 0.67304106
C -1.32979663 -6.04925234 -1.13496660
H -0.76921060 -6.74964562 -1.71814116
H -1.13385037 -6.21274819 -0.09584477
C -2.19719313 -1.47793540 -3.45167663
H -2.83769952 -0.91546229 -2.80493436
H -1.56396335 -0.80912813 -3.99630207
H 5.43815276 -1.12552648 0.54400367
C -2.83308291 -6.23925363 -1.40997546
H -2.98705860 -6.39617547 -2.45714642
H -3.19072041 -7.08824337 -0.86572200
H -3.36596041 -5.36535582 -1.09813543
C -3.05267206 -2.29328844 -4.43907484
H -3.43557868 -1.64475636 -5.19913317
H -2.44980558 -3.05384504 -4.88963633
H -3.86702291 -2.74777521 -3.91450410


",[Fe][C@@H]1C(=CC=C1)C(=O)N(C)OC.C1=CC=C[CH]1,"32

Fe -1.28186766 1.08375346 0.00000000
C -3.15326766 2.28629645 0.04199373
C -3.15326766 1.41542156 1.15666266
C -3.15326766 1.49529834 -1.13070909
H -3.15326766 3.34956435 0.07912386
C -3.15326766 0.08619317 0.67286354
H -3.15326766 1.70867640 2.17936511
C -3.15326766 0.13555977 -0.74081076
H -3.15326766 -0.79583404 1.26779765
H -3.15326766 -0.70281836 -1.39582275
C 0.59633234 -0.11879765 -0.04176076
C 0.59633234 0.67242764 1.13078880
C 0.59633234 0.75186128 -1.15659838
H 0.59633234 -1.18207272 -0.07868490
C 0.59633234 2.03209065 0.74062706
H 0.59633234 0.30874073 2.13061405
C 0.59633234 2.08118337 -0.67305678
H 0.59633234 0.45840832 -2.17924400
H 0.59633234 2.87059566 1.39547661
H 0.59633234 2.96309530 -1.26816176
C -3.15326766 2.02200888 -2.57783590
O -3.58722477 1.30185325 -3.51411986
N -2.64459476 3.37065675 -2.86645469
C -2.17522600 3.42986166 -4.25824768
H -2.36774159 4.40334017 -4.65846929
H -1.12389851 3.23319238 -4.28877165
H -2.69238870 2.69614711 -4.84057551
O -1.61265082 3.65509395 -2.02753444
C -1.06162981 4.93102312 -2.36410629
H -0.61263991 5.36593516 -1.49568266
H -0.32027815 4.80960898 -3.12604876
H -1.83966916 5.57224107 -2.72242782


",[Fe][C@@]1(C(=CC=C1)C(=O)N(CB1OC(C(O1)(C)C)(C)C)OC)B1OC(C(O1)(C)C)(C)C.C1=CC=C[CH]1,"72

Fe -1.28186766 1.08375346 0.00000000
C -3.15326766 2.28629645 0.04199373
C -3.15326766 1.41542156 1.15666266
C -3.15326766 1.49529834 -1.13070909
H -3.15326766 3.34956435 0.07912386
C -3.15326766 0.08619317 0.67286354
H -3.15326766 1.70867640 2.17936511
C -3.15326766 0.13555977 -0.74081076
H -3.15326766 -0.79583404 1.26779765
C 0.59633234 -0.11879765 -0.04176076
C 0.59633234 0.67242764 1.13078880
C 0.59633234 0.75186128 -1.15659838
H 0.59633234 -1.18207272 -0.07868490
C 0.59633234 2.03209065 0.74062706
H 0.59633234 0.30874073 2.13061405
C 0.59633234 2.08118337 -0.67305678
H 0.59633234 0.45840832 -2.17924400
H 0.59633234 2.87059566 1.39547661
H 0.59633234 2.96309530 -1.26816176
C -3.15326766 2.02200888 -2.57783590
O -3.58722477 1.30185325 -3.51411986
N -2.64459476 3.37065675 -2.86645469
C -2.17522600 3.42986166 -4.25824768
H -2.36774159 4.40334017 -4.65846929
H -1.12389851 3.23319238 -4.28877165
O -1.61265082 3.65509395 -2.02753444
C -1.06162981 4.93102312 -2.36410629
H -0.61263991 5.36593516 -1.49568266
H -0.32027815 4.80960898 -3.12604876
H -1.83966916 5.57224107 -2.72242782
C -3.26870090 -3.15263345 -2.41090379
C -3.03883821 -2.28081258 -3.52712397
B -3.15326766 -1.02281657 -1.64583245
O -2.97226365 -0.97369370 -3.02494190
O -3.33473375 -2.34894871 -1.26432908
C -4.19960888 -2.39821334 -4.53232471
H -4.09726461 -1.64457136 -5.28495305
H -4.17832858 -3.36496162 -4.99041305
H -5.12974264 -2.26667767 -4.02002640
C -1.71019505 -2.64723381 -4.21417771
H -1.88123900 -3.42360476 -4.93034257
H -1.31549194 -1.78516254 -4.71010369
H -1.01070642 -2.98752541 -3.47945512
C -4.59762883 -3.90754664 -2.59973339
H -4.54842504 -4.49906447 -3.49000618
H -4.76876997 -4.54459693 -1.75725036
H -5.39903715 -3.20349587 -2.68314335
C -2.10821972 -4.15672098 -2.28170754
H -2.26128948 -4.76953357 -1.41803493
H -2.07168272 -4.77389193 -3.15501451
H -1.18537894 -3.62438235 -2.18230700
C -4.27420132 1.40325297 -6.51698849
C -2.97184183 0.86641507 -6.78997348
B -2.82905918 2.40196774 -5.09363450
O -4.11442080 2.40723869 -5.55190511
O -2.06009562 1.56059698 -5.98250268
C -2.94035129 -0.63439225 -6.44619194
H -2.09935572 -1.09212835 -6.92379441
H -2.85832729 -0.75586317 -5.38627832
H -3.84149113 -1.09795351 -6.78964201
C -2.62015311 1.07239341 -8.27506202
H -1.63160951 0.70775230 -8.46139079
H -3.31835904 0.53754447 -8.88444294
H -2.66613575 2.11499825 -8.51119914
C -5.19519883 0.29502126 -5.97367821
H -6.17348136 0.69465882 -5.80588933
H -5.25268555 -0.50179491 -6.68549228
H -4.79934313 -0.07780497 -5.05215834
C -4.87492290 2.00192787 -7.80241524
H -4.96884878 1.23526289 -8.54288991
H -5.84014086 2.41099148 -7.58812283
H -4.23316331 2.77549152 -8.16935381


"
